experiment_id,timestamp,model_type,dataset,fold_id,seed,scenario,window_size,alphabet_size,threshold,n_samples,n_anomalies_true,n_anomalies_pred,accuracy,precision,recall,f1,tp,tn,fp,fn,training_time,inference_time,notes
134699dc,2026-06-03T07:40:45Z,GRU,SKAB,SKAB_fold_3_unseen,123,unseen,,,0.5,4506,1542,0,0.6578,0.0,0.0,0.0,0,2964,0,1542,10.29713225364685,0.7213101387023926,
8fa0441b,2026-06-03T07:40:45Z,LSTM,SKAB,SKAB_fold_4_unseen,123,unseen,,,0.5,4515,1605,0,0.6445,0.0,0.0,0.0,0,2910,0,1605,9.131176471710205,0.672307014465332,
7092f6a8,2026-06-03T07:40:45Z,1D-CNN,SKAB,SKAB_fold_4_unseen,123,unseen,,,0.5,4515,1605,0,0.6445,0.0,0.0,0.0,0,2910,0,1605,5.475814342498779,0.4885067939758301,
a41aae90,2026-06-03T07:40:45Z,GRU,SKAB,SKAB_fold_4_unseen,123,unseen,,,0.5,4515,1605,0,0.6445,0.0,0.0,0.0,0,2910,0,1605,10.29713225364685,0.6214640140533447,
53457b95,2026-06-03T07:40:45Z,LSTM,SKAB,SKAB_fold_5_unseen,123,unseen,,,0.5,4494,1535,0,0.6584,0.0,0.0,0.0,0,2959,0,1535,9.131176471710205,0.6208641529083252,
4974253e,2026-06-03T07:40:45Z,1D-CNN,SKAB,SKAB_fold_5_unseen,123,unseen,,,0.5,4494,1535,0,0.6584,0.0,0.0,0.0,0,2959,0,1535,5.475814342498779,0.4635634422302246,
b7900648,2026-06-03T07:40:45Z,GRU,SKAB,SKAB_fold_5_unseen,123,unseen,,,0.5,4494,1535,0,0.6584,0.0,0.0,0.0,0,2959,0,1535,10.29713225364685,0.611591100692749,
64e16e9a,2026-06-03T07:40:45Z,LSTM,BATADAL,,123,unseen,,,0.5,833,80,0,0.904,0.0,0.0,0.0,0,753,0,80,9.131176471710205,0.4706251621246338,
e3a8cb28,2026-06-03T07:40:45Z,1D-CNN,BATADAL,,123,unseen,,,0.5,833,80,0,0.904,0.0,0.0,0.0,0,753,0,80,5.475814342498779,0.24666810035705566,
1a6ad382,2026-06-03T07:40:45Z,GRU,BATADAL,,123,unseen,,,0.5,833,80,0,0.904,0.0,0.0,0.0,0,753,0,80,10.29713225364685,0.38346385955810547,
f1c8cfb7,2026-06-03T07:40:45Z,ProbabilisticAutomata,SKAB,SKAB_fold_1_unseen,123,unseen,,,0.05,4515,1546,438,0.6323,0.3699,0.1048,0.1633,162,2693,276,1384,0.0741124153137207,0.02629566192626953,
d882524c,2026-06-03T07:40:45Z,ProbabilisticAutomata,SKAB,SKAB_fold_2_unseen,123,unseen,,,0.05,4427,1598,440,0.6029,0.3182,0.0876,0.1374,140,2529,300,1458,0.0741124153137207,0.02217841148376465,
0514fd26,2026-06-03T07:40:45Z,ProbabilisticAutomata,SKAB,SKAB_fold_3_unseen,123,unseen,,,0.05,4506,1542,230,0.6431,0.3565,0.0532,0.0926,82,2816,148,1460,0.0741124153137207,0.021146535873413086,
3d1786d4,2026-06-03T07:40:45Z,ProbabilisticAutomata,SKAB,SKAB_fold_4_unseen,123,unseen,,,0.05,4515,1605,237,0.6332,0.3924,0.0579,0.101,93,2766,144,1512,0.0741124153137207,0.024982213973999023,
5d0095f0,2026-06-03T07:40:45Z,ProbabilisticAutomata,SKAB,SKAB_fold_5_unseen,123,unseen,,,0.05,4494,1535,446,0.6246,0.3296,0.0958,0.1484,147,2660,299,1388,0.0741124153137207,0.024930953979492188,
84e7d711,2026-06-03T07:40:45Z,ProbabilisticAutomata,BATADAL,,123,unseen,,,0.05,833,80,95,0.8163,0.1158,0.1375,0.1257,11,669,84,69,0.014501333236694336,0.008415937423706055,
dad8b393,2026-06-03T07:45:19Z,LSTM,SKAB,SKAB_fold_1,2026,original,,,0.5,4515,1546,0,0.6576,0.0,0.0,0.0,0,2969,0,1546,7.806378602981567,1.0822241306304932,
f467102f,2026-06-03T07:45:19Z,1D-CNN,SKAB,SKAB_fold_1,2026,original,,,0.5,4515,1546,0,0.6576,0.0,0.0,0.0,0,2969,0,1546,4.74645209312439,0.5203249454498291,
83c546e9,2026-06-03T07:45:19Z,GRU,SKAB,SKAB_fold_1,2026,original,,,0.5,4515,1546,0,0.6576,0.0,0.0,0.0,0,2969,0,1546,6.140692710876465,0.7784545421600342,
b6ca7b47,2026-06-03T07:45:19Z,LSTM,SKAB,SKAB_fold_2,2026,original,,,0.5,4427,1598,0,0.639,0.0,0.0,0.0,0,2829,0,1598,7.806378602981567,0.6891889572143555,
23136153,2026-06-03T07:45:19Z,1D-CNN,SKAB,SKAB_fold_2,2026,original,,,0.5,4427,1598,0,0.639,0.0,0.0,0.0,0,2829,0,1598,4.74645209312439,0.5136995315551758,
4a9d4917,2026-06-03T07:45:19Z,GRU,SKAB,SKAB_fold_2,2026,original,,,0.5,4427,1598,0,0.639,0.0,0.0,0.0,0,2829,0,1598,6.140692710876465,0.7676234245300293,
e668ca19,2026-06-03T07:45:19Z,LSTM,SKAB,SKAB_fold_3,2026,original,,,0.5,4506,1542,0,0.6578,0.0,0.0,0.0,0,2964,0,1542,7.806378602981567,0.7364907264709473,
20716d34,2026-06-03T07:45:19Z,1D-CNN,SKAB,SKAB_fold_3,2026,original,,,0.5,4506,1542,0,0.6578,0.0,0.0,0.0,0,2964,0,1542,4.74645209312439,0.5034422874450684,
eb4230cc,2026-06-03T07:45:19Z,GRU,SKAB,SKAB_fold_3,2026,original,,,0.5,4506,1542,0,0.6578,0.0,0.0,0.0,0,2964,0,1542,6.140692710876465,0.582207441329956,
bc78d360,2026-06-03T07:45:19Z,LSTM,SKAB,SKAB_fold_4,2026,original,,,0.5,4515,1605,0,0.6445,0.0,0.0,0.0,0,2910,0,1605,7.806378602981567,0.6263561248779297,
e4ebc95c,2026-06-03T07:45:19Z,1D-CNN,SKAB,SKAB_fold_4,2026,original,,,0.5,4515,1605,0,0.6445,0.0,0.0,0.0,0,2910,0,1605,4.74645209312439,0.48124170303344727,
89289739,2026-06-03T07:45:19Z,GRU,SKAB,SKAB_fold_4,2026,original,,,0.5,4515,1605,0,0.6445,0.0,0.0,0.0,0,2910,0,1605,6.140692710876465,0.7880089282989502,
2cf569d4,2026-06-03T07:45:19Z,LSTM,SKAB,SKAB_fold_5,2026,original,,,0.5,4494,1535,0,0.6584,0.0,0.0,0.0,0,2959,0,1535,7.806378602981567,0.6773135662078857,
35a2475b,2026-06-03T07:45:19Z,1D-CNN,SKAB,SKAB_fold_5,2026,original,,,0.5,4494,1535,0,0.6584,0.0,0.0,0.0,0,2959,0,1535,4.74645209312439,0.47466015815734863,
4a9adf22,2026-06-03T07:45:19Z,GRU,SKAB,SKAB_fold_5,2026,original,,,0.5,4494,1535,0,0.6584,0.0,0.0,0.0,0,2959,0,1535,6.140692710876465,0.7109091281890869,
87f83664,2026-06-03T07:45:19Z,LSTM,BATADAL,,2026,original,,,0.5,833,80,0,0.904,0.0,0.0,0.0,0,753,0,80,7.806378602981567,0.48337221145629883,
4e97294a,2026-06-03T07:45:19Z,1D-CNN,BATADAL,,2026,original,,,0.5,833,80,0,0.904,0.0,0.0,0.0,0,753,0,80,4.74645209312439,0.2763960361480713,
88ba72ae,2026-06-03T07:45:19Z,GRU,BATADAL,,2026,original,,,0.5,833,80,0,0.904,0.0,0.0,0.0,0,753,0,80,6.140692710876465,0.44266510009765625,
17773517,2026-06-03T07:45:19Z,ProbabilisticAutomata,SKAB,SKAB_fold_1,2026,original,,,0.05,4515,1546,138,0.6483,0.3478,0.031,0.057,48,2879,90,1498,0.08991885185241699,0.02144598960876465,
0e47b750,2026-06-03T07:45:19Z,ProbabilisticAutomata,SKAB,SKAB_fold_2,2026,original,,,0.05,4427,1598,36,0.6327,0.1111,0.0025,0.0049,4,2797,32,1594,0.08991885185241699,0.025197267532348633,
f50ca23d,2026-06-03T07:45:19Z,ProbabilisticAutomata,SKAB,SKAB_fold_3,2026,original,,,0.05,4506,1542,5,0.6567,0.0,0.0,0.0,0,2959,5,1542,0.08991885185241699,0.0232546329498291,
cc174f6d,2026-06-03T07:45:19Z,ProbabilisticAutomata,SKAB,SKAB_fold_4,2026,original,,,0.05,4515,1605,40,0.6432,0.425,0.0106,0.0207,17,2887,23,1588,0.08991885185241699,0.023740291595458984,
5dd49658,2026-06-03T07:45:19Z,ProbabilisticAutomata,SKAB,SKAB_fold_5,2026,original,,,0.05,4494,1535,24,0.6544,0.125,0.002,0.0038,3,2938,21,1532,0.08991885185241699,0.025987625122070312,
bbecc6a6,2026-06-03T07:45:19Z,ProbabilisticAutomata,BATADAL,,2026,original,,,0.05,833,80,31,0.8739,0.0968,0.0375,0.0541,3,725,28,77,0.015068531036376953,0.008280277252197266,
2e60d0cc,2026-06-03T07:45:30Z,LSTM,SKAB,SKAB_fold_1_noisy,2026,noisy,,,0.5,4515,1546,0,0.6576,0.0,0.0,0.0,0,2969,0,1546,7.806378602981567,0.607396125793457,
9a3cd8a9,2026-06-03T07:45:30Z,1D-CNN,SKAB,SKAB_fold_1_noisy,2026,noisy,,,0.5,4515,1546,0,0.6576,0.0,0.0,0.0,0,2969,0,1546,4.74645209312439,0.42124247550964355,
ac4fc588,2026-06-03T07:45:30Z,GRU,SKAB,SKAB_fold_1_noisy,2026,noisy,,,0.5,4515,1546,0,0.6576,0.0,0.0,0.0,0,2969,0,1546,6.140692710876465,0.6524055004119873,
dfdf9a1b,2026-06-03T07:45:30Z,LSTM,SKAB,SKAB_fold_2_noisy,2026,noisy,,,0.5,4427,1598,0,0.639,0.0,0.0,0.0,0,2829,0,1598,7.806378602981567,0.6442360877990723,
bbf6f911,2026-06-03T07:45:30Z,1D-CNN,SKAB,SKAB_fold_2_noisy,2026,noisy,,,0.5,4427,1598,0,0.639,0.0,0.0,0.0,0,2829,0,1598,4.74645209312439,0.4920790195465088,
8d133eb1,2026-06-03T07:45:30Z,GRU,SKAB,SKAB_fold_2_noisy,2026,noisy,,,0.5,4427,1598,0,0.639,0.0,0.0,0.0,0,2829,0,1598,6.140692710876465,0.6727733612060547,
54aad664,2026-06-03T07:45:30Z,LSTM,SKAB,SKAB_fold_3_noisy,2026,noisy,,,0.5,4506,1542,0,0.6578,0.0,0.0,0.0,0,2964,0,1542,7.806378602981567,0.6976745128631592,
ff3f810c,2026-06-03T07:45:30Z,1D-CNN,SKAB,SKAB_fold_3_noisy,2026,noisy,,,0.5,4506,1542,0,0.6578,0.0,0.0,0.0,0,2964,0,1542,4.74645209312439,0.41457104682922363,
5ef6bcf4,2026-06-03T07:45:30Z,GRU,SKAB,SKAB_fold_3_noisy,2026,noisy,,,0.5,4506,1542,0,0.6578,0.0,0.0,0.0,0,2964,0,1542,6.140692710876465,0.6498963832855225,
3c5e50f4,2026-06-03T07:45:30Z,LSTM,SKAB,SKAB_fold_4_noisy,2026,noisy,,,0.5,4515,1605,0,0.6445,0.0,0.0,0.0,0,2910,0,1605,7.806378602981567,0.6689119338989258,
00f49257,2026-06-03T07:45:30Z,1D-CNN,SKAB,SKAB_fold_4_noisy,2026,noisy,,,0.5,4515,1605,0,0.6445,0.0,0.0,0.0,0,2910,0,1605,4.74645209312439,0.456101655960083,
088fe1f5,2026-06-03T07:45:30Z,GRU,SKAB,SKAB_fold_4_noisy,2026,noisy,,,0.5,4515,1605,0,0.6445,0.0,0.0,0.0,0,2910,0,1605,6.140692710876465,0.5752213001251221,
07cec735,2026-06-03T07:45:30Z,LSTM,SKAB,SKAB_fold_5_noisy,2026,noisy,,,0.5,4494,1535,0,0.6584,0.0,0.0,0.0,0,2959,0,1535,7.806378602981567,0.6265115737915039,
00a68aa9,2026-06-03T07:45:30Z,1D-CNN,SKAB,SKAB_fold_5_noisy,2026,noisy,,,0.5,4494,1535,0,0.6584,0.0,0.0,0.0,0,2959,0,1535,4.74645209312439,0.46289539337158203,
be9f8e78,2026-06-03T07:45:30Z,GRU,SKAB,SKAB_fold_5_noisy,2026,noisy,,,0.5,4494,1535,0,0.6584,0.0,0.0,0.0,0,2959,0,1535,6.140692710876465,0.5676770210266113,
94f77518,2026-06-03T07:45:30Z,LSTM,BATADAL,,2026,noisy,,,0.5,833,80,0,0.904,0.0,0.0,0.0,0,753,0,80,7.806378602981567,0.3591623306274414,
ea51ced2,2026-06-03T07:45:30Z,1D-CNN,BATADAL,,2026,noisy,,,0.5,833,80,0,0.904,0.0,0.0,0.0,0,753,0,80,4.74645209312439,0.22853899002075195,
f798ade0,2026-06-03T07:45:30Z,GRU,BATADAL,,2026,noisy,,,0.5,833,80,0,0.904,0.0,0.0,0.0,0,753,0,80,6.140692710876465,0.3825960159301758,
e2af872f,2026-06-03T07:45:30Z,ProbabilisticAutomata,SKAB,SKAB_fold_1_noisy,2026,noisy,,,0.05,4515,1546,1119,0.5803,0.3441,0.249,0.2889,385,2235,734,1161,0.08991885185241699,0.02753758430480957,
215038fc,2026-06-03T07:45:30Z,ProbabilisticAutomata,SKAB,SKAB_fold_2_noisy,2026,noisy,,,0.05,4427,1598,680,0.5649,0.2588,0.1101,0.1545,176,2325,504,1422,0.08991885185241699,0.028571128845214844,
fb1de201,2026-06-03T07:45:30Z,ProbabilisticAutomata,SKAB,SKAB_fold_3_noisy,2026,noisy,,,0.05,4506,1542,465,0.5928,0.1849,0.0558,0.0857,86,2585,379,1456,0.08991885185241699,0.027863264083862305,
2846901e,2026-06-03T07:45:30Z,ProbabilisticAutomata,SKAB,SKAB_fold_4_noisy,2026,noisy,,,0.05,4515,1605,433,0.6128,0.3349,0.0903,0.1423,145,2622,288,1460,0.08991885185241699,0.026700496673583984,
9f06a39e,2026-06-03T07:45:30Z,ProbabilisticAutomata,SKAB,SKAB_fold_5_noisy,2026,noisy,,,0.05,4494,1535,605,0.5741,0.1868,0.0736,0.1056,113,2467,492,1422,0.08991885185241699,0.025548219680786133,
0d1dd0f7,2026-06-03T07:45:30Z,ProbabilisticAutomata,BATADAL,,2026,noisy,,,0.05,833,80,104,0.7911,0.0481,0.0625,0.0543,5,654,99,75,0.015068531036376953,0.008298158645629883,
99b08cbd,2026-06-03T07:45:44Z,LSTM,SKAB,SKAB_fold_1_unseen,2026,unseen,,,0.5,4515,1546,0,0.6576,0.0,0.0,0.0,0,2969,0,1546,7.806378602981567,0.5785861015319824,
2015fb4a,2026-06-03T07:45:44Z,1D-CNN,SKAB,SKAB_fold_1_unseen,2026,unseen,,,0.5,4515,1546,0,0.6576,0.0,0.0,0.0,0,2969,0,1546,4.74645209312439,0.4889557361602783,
aa9333e0,2026-06-03T07:45:44Z,GRU,SKAB,SKAB_fold_1_unseen,2026,unseen,,,0.5,4515,1546,0,0.6576,0.0,0.0,0.0,0,2969,0,1546,6.140692710876465,0.8014264106750488,
34196d02,2026-06-03T07:45:44Z,LSTM,SKAB,SKAB_fold_2_unseen,2026,unseen,,,0.5,4427,1598,0,0.639,0.0,0.0,0.0,0,2829,0,1598,7.806378602981567,0.7101590633392334,
395aa332,2026-06-03T07:45:44Z,1D-CNN,SKAB,SKAB_fold_2_unseen,2026,unseen,,,0.5,4427,1598,0,0.639,0.0,0.0,0.0,0,2829,0,1598,4.74645209312439,0.47130537033081055,
886fa8e2,2026-06-03T07:45:44Z,GRU,SKAB,SKAB_fold_2_unseen,2026,unseen,,,0.5,4427,1598,0,0.639,0.0,0.0,0.0,0,2829,0,1598,6.140692710876465,0.7382597923278809,
1b9cf905,2026-06-03T07:45:44Z,LSTM,SKAB,SKAB_fold_3_unseen,2026,unseen,,,0.5,4506,1542,0,0.6578,0.0,0.0,0.0,0,2964,0,1542,7.806378602981567,0.67681884765625,
4f6d558b,2026-06-03T07:45:44Z,1D-CNN,SKAB,SKAB_fold_3_unseen,2026,unseen,,,0.5,4506,1542,0,0.6578,0.0,0.0,0.0,0,2964,0,1542,4.74645209312439,0.5125119686126709,
ea8c24c1,2026-06-03T07:45:44Z,GRU,SKAB,SKAB_fold_3_unseen,2026,unseen,,,0.5,4506,1542,0,0.6578,0.0,0.0,0.0,0,2964,0,1542,6.140692710876465,0.7362871170043945,
8c64c8d1,2026-06-03T07:45:44Z,LSTM,SKAB,SKAB_fold_4_unseen,2026,unseen,,,0.5,4515,1605,0,0.6445,0.0,0.0,0.0,0,2910,0,1605,7.806378602981567,0.7374515533447266,
c7497d01,2026-06-03T07:45:44Z,1D-CNN,SKAB,SKAB_fold_4_unseen,2026,unseen,,,0.5,4515,1605,0,0.6445,0.0,0.0,0.0,0,2910,0,1605,4.74645209312439,0.5119466781616211,
ee5ee22f,2026-06-03T07:45:44Z,GRU,SKAB,SKAB_fold_4_unseen,2026,unseen,,,0.5,4515,1605,0,0.6445,0.0,0.0,0.0,0,2910,0,1605,6.140692710876465,1.4093682765960693,
627fe392,2026-06-03T07:45:44Z,LSTM,SKAB,SKAB_fold_5_unseen,2026,unseen,,,0.5,4494,1535,0,0.6584,0.0,0.0,0.0,0,2959,0,1535,7.806378602981567,0.7164645195007324,
defc4341,2026-06-03T07:45:44Z,1D-CNN,SKAB,SKAB_fold_5_unseen,2026,unseen,,,0.5,4494,1535,0,0.6584,0.0,0.0,0.0,0,2959,0,1535,4.74645209312439,0.5004189014434814,
2ca92a2a,2026-06-03T07:45:44Z,GRU,SKAB,SKAB_fold_5_unseen,2026,unseen,,,0.5,4494,1535,0,0.6584,0.0,0.0,0.0,0,2959,0,1535,6.140692710876465,0.6029369831085205,
cd9a8ddf,2026-06-03T07:45:44Z,LSTM,BATADAL,,2026,unseen,,,0.5,833,80,0,0.904,0.0,0.0,0.0,0,753,0,80,7.806378602981567,0.46047258377075195,
d38b33ba,2026-06-03T07:45:44Z,1D-CNN,BATADAL,,2026,unseen,,,0.5,833,80,0,0.904,0.0,0.0,0.0,0,753,0,80,4.74645209312439,0.2923905849456787,
72f56838,2026-06-03T07:45:44Z,GRU,BATADAL,,2026,unseen,,,0.5,833,80,0,0.904,0.0,0.0,0.0,0,753,0,80,6.140692710876465,0.4977083206176758,
99f3d7f4,2026-06-03T07:45:44Z,ProbabilisticAutomata,SKAB,SKAB_fold_1_unseen,2026,unseen,,,0.05,4515,1546,457,0.633,0.3786,0.1119,0.1727,173,2685,284,1373,0.08991885185241699,0.023592472076416016,
bfb67a78,2026-06-03T07:45:44Z,ProbabilisticAutomata,SKAB,SKAB_fold_2_unseen,2026,unseen,,,0.05,4427,1598,445,0.6076,0.3438,0.0957,0.1498,153,2537,292,1445,0.08991885185241699,0.024187088012695312,
0c959f36,2026-06-03T07:45:44Z,ProbabilisticAutomata,SKAB,SKAB_fold_3_unseen,2026,unseen,,,0.05,4506,1542,201,0.6372,0.2687,0.035,0.062,54,2817,147,1488,0.08991885185241699,0.026790857315063477,
264a1706,2026-06-03T07:45:44Z,ProbabilisticAutomata,SKAB,SKAB_fold_4_unseen,2026,unseen,,,0.05,4515,1605,236,0.6303,0.3644,0.0536,0.0934,86,2760,150,1519,0.08991885185241699,0.023667097091674805,
e7d8de87,2026-06-03T07:45:44Z,ProbabilisticAutomata,SKAB,SKAB_fold_5_unseen,2026,unseen,,,0.05,4494,1535,445,0.6302,0.3573,0.1036,0.1606,159,2673,286,1376,0.08991885185241699,0.02515721321105957,
bf5f1390,2026-06-03T07:45:44Z,ProbabilisticAutomata,BATADAL,,2026,unseen,,,0.05,833,80,90,0.8151,0.0889,0.1,0.0941,8,671,82,72,0.015068531036376953,0.008995771408081055,
f8661c7e,2026-06-03T07:49:40Z,LSTM,SKAB,SKAB_fold_1,7,original,,,0.5,4515,1546,0,0.6576,0.0,0.0,0.0,0,2969,0,1546,4.915051698684692,0.31186413764953613,
84d7d25b,2026-06-03T07:49:40Z,1D-CNN,SKAB,SKAB_fold_1,7,original,,,0.5,4515,1546,0,0.6576,0.0,0.0,0.0,0,2969,0,1546,3.523148536682129,0.22553396224975586,
7e61c11f,2026-06-03T07:49:40Z,GRU,SKAB,SKAB_fold_1,7,original,,,0.5,4515,1546,0,0.6576,0.0,0.0,0.0,0,2969,0,1546,2.4527382850646973,0.3234870433807373,
08ec3eb2,2026-06-03T07:49:40Z,LSTM,SKAB,SKAB_fold_2,7,original,,,0.5,4427,1598,0,0.639,0.0,0.0,0.0,0,2829,0,1598,4.915051698684692,0.2971928119659424,
d924e0a6,2026-06-03T07:49:40Z,1D-CNN,SKAB,SKAB_fold_2,7,original,,,0.5,4427,1598,0,0.639,0.0,0.0,0.0,0,2829,0,1598,3.523148536682129,0.22385692596435547,
065ec59f,2026-06-03T07:49:40Z,GRU,SKAB,SKAB_fold_2,7,original,,,0.5,4427,1598,0,0.639,0.0,0.0,0.0,0,2829,0,1598,2.4527382850646973,0.3196747303009033,
50ae0e0d,2026-06-03T07:49:40Z,LSTM,SKAB,SKAB_fold_3,7,original,,,0.5,4506,1542,0,0.6578,0.0,0.0,0.0,0,2964,0,1542,4.915051698684692,0.30580854415893555,
a3bb44c6,2026-06-03T07:49:40Z,1D-CNN,SKAB,SKAB_fold_3,7,original,,,0.5,4506,1542,0,0.6578,0.0,0.0,0.0,0,2964,0,1542,3.523148536682129,0.22493672370910645,
dc63529a,2026-06-03T07:49:40Z,GRU,SKAB,SKAB_fold_3,7,original,,,0.5,4506,1542,0,0.6578,0.0,0.0,0.0,0,2964,0,1542,2.4527382850646973,0.3140852451324463,
f12b17c3,2026-06-03T07:49:40Z,LSTM,SKAB,SKAB_fold_4,7,original,,,0.5,4515,1605,0,0.6445,0.0,0.0,0.0,0,2910,0,1605,4.915051698684692,0.29927659034729004,
